FID	IID	sex	ancestry
HGDP00175	HGDP00175	M	SAS
HGDP00177	HGDP00177	M	SAS
HGDP00179	HGDP00179	M	SAS
HGDP00181	HGDP00181	M	SAS
HGDP00183	HGDP00183	M	SAS
HGDP00185	HGDP00185	M	SAS
HGDP00187	HGDP00187	M	SAS
HGDP00189	HGDP00189	M	SAS
HGDP00191	HGDP00191	M	SAS
HGDP00192	HGDP00192	F	SAS
HGDP00197	HGDP00197	M	SAS
HGDP00199	HGDP00199	M	SAS
HGDP00201	HGDP00201	M	SAS
HGDP00205	HGDP00205	M	SAS
HGDP00206	HGDP00206	F	SAS
HGDP00210	HGDP00210	F	SAS
HGDP00213	HGDP00213	M	SAS
HGDP00214	HGDP00214	M	SAS
HGDP00218	HGDP00218	M	SAS
HGDP00222	HGDP00222	M	SAS
HGDP00224	HGDP00224	M	SAS
HGDP00226	HGDP00226	M	SAS
HGDP00228	HGDP00228	M	SAS
HGDP00230	HGDP00230	M	SAS
HGDP00234	HGDP00234	M	SAS
HGDP00237	HGDP00237	F	SAS
HGDP00239	HGDP00239	F	SAS
HGDP00241	HGDP00241	M	SAS
HGDP00243	HGDP00243	M	SAS
HGDP00244	HGDP00244	F	SAS
HGDP00247	HGDP00247	F	SAS
HGDP00248	HGDP00248	M	SAS
HGDP00251	HGDP00251	M	SAS
HGDP00254	HGDP00254	M	SAS
HGDP00258	HGDP00258	M	SAS
HGDP00259	HGDP00259	M	SAS
HGDP00262	HGDP00262	M	SAS
HGDP00264	HGDP00264	M	SAS
HGDP00274	HGDP00274	F	SAS
HGDP00277	HGDP00277	M	SAS
HGDP00279	HGDP00279	M	SAS
HGDP00281	HGDP00281	M	SAS
HGDP00285	HGDP00285	M	SAS
HGDP00288	HGDP00288	M	SAS
HGDP00290	HGDP00290	M	SAS
HGDP00298	HGDP00298	F	SAS
HGDP00302	HGDP00302	M	SAS
HGDP00304	HGDP00304	F	SAS
HGDP00307	HGDP00307	M	SAS
HGDP00309	HGDP00309	M	SAS
HGDP00311	HGDP00311	M	SAS
HGDP00313	HGDP00313	M	SAS
HGDP00315	HGDP00315	M	SAS
HGDP00319	HGDP00319	M	SAS
HGDP00321	HGDP00321	M	SAS
HGDP00323	HGDP00323	F	SAS
HGDP00326	HGDP00326	M	SAS
HGDP00330	HGDP00330	M	SAS
HGDP00333	HGDP00333	M	SAS
HGDP00341	HGDP00341	M	SAS
HGDP00346	HGDP00346	M	SAS
HGDP00351	HGDP00351	M	SAS
HGDP00356	HGDP00356	F	SAS
HGDP00359	HGDP00359	M	SAS
HGDP00364	HGDP00364	M	SAS
HGDP00371	HGDP00371	F	SAS
HGDP00372	HGDP00372	M	SAS
HGDP00376	HGDP00376	M	SAS
HGDP00382	HGDP00382	M	SAS
HGDP00388	HGDP00388	M	SAS
HGDP00392	HGDP00392	M	SAS
HGDP00397	HGDP00397	M	SAS
HGDP00402	HGDP00402	M	SAS
HGDP00407	HGDP00407	M	SAS
HGDP00412	HGDP00412	M	SAS
HGDP00417	HGDP00417	M	SAS
HGDP00423	HGDP00423	M	SAS
HGDP00433	HGDP00433	M	SAS
HGDP00438	HGDP00438	M	SAS
HGDP00444	HGDP00444	F	SAS
HGDP00445	HGDP00445	M	SAS
HGDP00450	HGDP00450	M	AFR
HGDP00452	HGDP00452	M	AFR
HGDP00453	HGDP00453	M	AFR
HGDP00454	HGDP00454	M	AFR
HGDP00455	HGDP00455	M	AFR
HGDP00458	HGDP00458	M	AFR
HGDP00459	HGDP00459	M	AFR
HGDP00460	HGDP00460	M	AFR
HGDP00462	HGDP00462	M	AFR
HGDP00463	HGDP00463	M	AFR
HGDP00464	HGDP00464	M	AFR
HGDP00465	HGDP00465	M	AFR
HGDP00466	HGDP00466	M	AFR
HGDP00467	HGDP00467	M	AFR
HGDP00468	HGDP00468	M	AFR
HGDP00469	HGDP00469	M	AFR
HGDP00470	HGDP00470	M	AFR
HGDP00471	HGDP00471	F	AFR
HGDP00472	HGDP00472	M	AFR
HGDP00473	HGDP00473	M	AFR
HGDP00475	HGDP00475	M	AFR
HGDP00478	HGDP00478	M	AFR
HGDP00479	HGDP00479	M	AFR
HGDP00490	HGDP00490	M	OCE
HGDP00491	HGDP00491	M	OCE
HGDP00511	HGDP00511	M	EUR
HGDP00512	HGDP00512	M	EUR
HGDP00513	HGDP00513	F	EUR
HGDP00514	HGDP00514	F	EUR
HGDP00515	HGDP00515	M	EUR
HGDP00516	HGDP00516	F	EUR
HGDP00517	HGDP00517	F	EUR
HGDP00518	HGDP00518	M	EUR
HGDP00519	HGDP00519	M	EUR
HGDP00520	HGDP00520	F	EUR
HGDP00522	HGDP00522	M	EUR
HGDP00523	HGDP00523	F	EUR
HGDP00524	HGDP00524	F	EUR
HGDP00525	HGDP00525	M	EUR
HGDP00527	HGDP00527	F	EUR
HGDP00528	HGDP00528	M	EUR
HGDP00529	HGDP00529	F	EUR
HGDP00531	HGDP00531	F	EUR
HGDP00534	HGDP00534	F	EUR
HGDP00535	HGDP00535	F	EUR
HGDP00536	HGDP00536	F	EUR
HGDP00537	HGDP00537	F	EUR
HGDP00538	HGDP00538	M	EUR
HGDP00539	HGDP00539	F	EUR
HGDP00540	HGDP00540	M	OCE
HGDP00541	HGDP00541	M	OCE
HGDP00542	HGDP00542	M	OCE
HGDP00543	HGDP00543	M	OCE
HGDP00544	HGDP00544	F	OCE
HGDP00545	HGDP00545	M	OCE
HGDP00546	HGDP00546	M	OCE
HGDP00547	HGDP00547	M	OCE
HGDP00549	HGDP00549	M	OCE
HGDP00550	HGDP00550	F	OCE
HGDP00551	HGDP00551	M	OCE
HGDP00553	HGDP00553	M	OCE
HGDP00555	HGDP00555	M	OCE
HGDP00556	HGDP00556	M	OCE
HGDP00557	HGDP00557	F	MID
HGDP00558	HGDP00558	F	MID
HGDP00559	HGDP00559	F	MID
HGDP00560	HGDP00560	F	MID
HGDP00561	HGDP00561	F	MID
HGDP00562	HGDP00562	M	MID
HGDP00563	HGDP00563	F	MID
HGDP00564	HGDP00564	F	MID
HGDP00565	HGDP00565	F	MID
HGDP00566	HGDP00566	F	MID
HGDP00567	HGDP00567	F	MID
HGDP00568	HGDP00568	F	MID
HGDP00571	HGDP00571	F	MID
HGDP00572	HGDP00572	F	MID
HGDP00573	HGDP00573	F	MID
HGDP00574	HGDP00574	F	MID
HGDP00575	HGDP00575	F	MID
HGDP00576	HGDP00576	M	MID
HGDP00577	HGDP00577	F	MID
HGDP00578	HGDP00578	F	MID
HGDP00579	HGDP00579	F	MID
HGDP00580	HGDP00580	M	MID
HGDP00581	HGDP00581	F	MID
HGDP00582	HGDP00582	F	MID
HGDP00583	HGDP00583	F	MID
HGDP00584	HGDP00584	F	MID
HGDP00586	HGDP00586	F	MID
HGDP00587	HGDP00587	F	MID
HGDP00588	HGDP00588	M	MID
HGDP00590	HGDP00590	F	MID
HGDP00591	HGDP00591	F	MID
HGDP00594	HGDP00594	M	MID
HGDP00595	HGDP00595	M	MID
HGDP00598	HGDP00598	M	MID
HGDP00599	HGDP00599	M	MID
HGDP00600	HGDP00600	M	MID
HGDP00601	HGDP00601	F	MID
HGDP00602	HGDP00602	M	MID
HGDP00604	HGDP00604	M	MID
HGDP00606	HGDP00606	F	MID
HGDP00607	HGDP00607	F	MID
HGDP00608	HGDP00608	M	MID
HGDP00609	HGDP00609	M	MID
HGDP00610	HGDP00610	M	MID
HGDP00611	HGDP00611	M	MID
HGDP00612	HGDP00612	F	MID
HGDP00613	HGDP00613	F	MID
HGDP00614	HGDP00614	F	MID
HGDP00615	HGDP00615	F	MID
HGDP00618	HGDP00618	M	MID
HGDP00619	HGDP00619	M	MID
HGDP00620	HGDP00620	M	MID
HGDP00621	HGDP00621	M	MID
HGDP00622	HGDP00622	M	MID
HGDP00623	HGDP00623	M	MID
HGDP00624	HGDP00624	M	MID
HGDP00625	HGDP00625	M	MID
HGDP00626	HGDP00626	M	MID
HGDP00627	HGDP00627	M	MID
HGDP00628	HGDP00628	M	MID
HGDP00629	HGDP00629	M	MID
HGDP00630	HGDP00630	M	MID
HGDP00631	HGDP00631	M	MID
HGDP00632	HGDP00632	F	MID
HGDP00634	HGDP00634	F	MID
HGDP00635	HGDP00635	F	MID
HGDP00636	HGDP00636	F	MID
HGDP00637	HGDP00637	F	MID
HGDP00638	HGDP00638	F	MID
HGDP00639	HGDP00639	M	MID
HGDP00640	HGDP00640	M	MID
HGDP00641	HGDP00641	M	MID
HGDP00642	HGDP00642	M	MID
HGDP00643	HGDP00643	F	MID
HGDP00644	HGDP00644	M	MID
HGDP00645	HGDP00645	M	MID
HGDP00646	HGDP00646	F	MID
HGDP00647	HGDP00647	F	MID
HGDP00648	HGDP00648	M	MID
HGDP00649	HGDP00649	F	MID
HGDP00651	HGDP00651	F	MID
HGDP00653	HGDP00653	F	MID
HGDP00654	HGDP00654	M	MID
HGDP00655	HGDP00655	M	OCE
HGDP00661	HGDP00661	F	OCE
HGDP00662	HGDP00662	M	OCE
HGDP00663	HGDP00663	F	OCE
HGDP00664	HGDP00664	F	OCE
HGDP00666	HGDP00666	M	EUR
HGDP00667	HGDP00667	F	EUR
HGDP00668	HGDP00668	M	EUR
HGDP00669	HGDP00669	F	EUR
HGDP00670	HGDP00670	M	EUR
HGDP00671	HGDP00671	M	EUR
HGDP00672	HGDP00672	F	EUR
HGDP00673	HGDP00673	F	EUR
HGDP00674	HGDP00674	M	EUR
HGDP00675	HGDP00675	M	MID
HGDP00676	HGDP00676	M	MID
HGDP00677	HGDP00677	M	MID
HGDP00678	HGDP00678	M	MID
HGDP00679	HGDP00679	F	MID
HGDP00680	HGDP00680	F	MID
HGDP00682	HGDP00682	F	MID
HGDP00683	HGDP00683	F	MID
HGDP00684	HGDP00684	F	MID
HGDP00685	HGDP00685	F	MID
HGDP00686	HGDP00686	F	MID
HGDP00687	HGDP00687	F	MID
HGDP00688	HGDP00688	F	MID
HGDP00689	HGDP00689	F	MID
HGDP00690	HGDP00690	F	MID
HGDP00691	HGDP00691	F	MID
HGDP00692	HGDP00692	F	MID
HGDP00693	HGDP00693	F	MID
HGDP00694	HGDP00694	F	MID
HGDP00696	HGDP00696	F	MID
HGDP00697	HGDP00697	F	MID
HGDP00698	HGDP00698	F	MID
HGDP00699	HGDP00699	F	MID
HGDP00700	HGDP00700	F	MID
HGDP00701	HGDP00701	F	MID
HGDP00703	HGDP00703	M	AMR
HGDP00704	HGDP00704	F	AMR
HGDP00708	HGDP00708	F	AMR
HGDP00710	HGDP00710	M	AMR
HGDP00711	HGDP00711	M	EAS
HGDP00712	HGDP00712	F	EAS
HGDP00714	HGDP00714	M	EAS
HGDP00715	HGDP00715	M	EAS
HGDP00716	HGDP00716	M	EAS
HGDP00719	HGDP00719	F	EAS
HGDP00720	HGDP00720	M	EAS
HGDP00721	HGDP00721	F	EAS
HGDP00723	HGDP00723	M	MID
HGDP00724	HGDP00724	M	MID
HGDP00726	HGDP00726	M	MID
HGDP00727	HGDP00727	M	MID
HGDP00729	HGDP00729	M	MID
HGDP00730	HGDP00730	M	MID
HGDP00731	HGDP00731	M	MID
HGDP00732	HGDP00732	M	MID
HGDP00733	HGDP00733	M	MID
HGDP00734	HGDP00734	M	MID
HGDP00735	HGDP00735	F	MID
HGDP00736	HGDP00736	F	MID
HGDP00738	HGDP00738	F	MID
HGDP00739	HGDP00739	F	MID
HGDP00740	HGDP00740	F	MID
HGDP00741	HGDP00741	F	MID
HGDP00744	HGDP00744	F	MID
HGDP00745	HGDP00745	F	MID
HGDP00746	HGDP00746	F	MID
HGDP00747	HGDP00747	M	EAS
HGDP00748	HGDP00748	M	EAS
HGDP00750	HGDP00750	M	EAS
HGDP00751	HGDP00751	M	EAS
HGDP00752	HGDP00752	M	EAS
HGDP00753	HGDP00753	M	EAS
HGDP00754	HGDP00754	F	EAS
HGDP00755	HGDP00755	M	EAS
HGDP00756	HGDP00756	F	EAS
HGDP00757	HGDP00757	M	EAS
HGDP00758	HGDP00758	M	EAS
HGDP00759	HGDP00759	M	EAS
HGDP00760	HGDP00760	F	EAS
HGDP00761	HGDP00761	F	EAS
HGDP00762	HGDP00762	M	EAS
HGDP00763	HGDP00763	M	EAS
HGDP00764	HGDP00764	M	EAS
HGDP00765	HGDP00765	F	EAS
HGDP00766	HGDP00766	M	EAS
HGDP00767	HGDP00767	M	EAS
HGDP00768	HGDP00768	M	EAS
HGDP00769	HGDP00769	M	EAS
HGDP00771	HGDP00771	F	EAS
HGDP00772	HGDP00772	F	EAS
HGDP00774	HGDP00774	M	EAS
HGDP00776	HGDP00776	F	EAS
HGDP00777	HGDP00777	M	EAS
HGDP00779	HGDP00779	M	EAS
HGDP00780	HGDP00780	M	EAS
HGDP00781	HGDP00781	F	EAS
HGDP00782	HGDP00782	M	EAS
HGDP00784	HGDP00784	F	EAS
HGDP00786	HGDP00786	M	EAS
HGDP00787	HGDP00787	F	OCE
HGDP00788	HGDP00788	M	OCE
HGDP00790	HGDP00790	M	EAS
HGDP00791	HGDP00791	M	EAS
HGDP00794	HGDP00794	F	EUR
HGDP00795	HGDP00795	M	EUR
HGDP00797	HGDP00797	F	EUR
HGDP00799	HGDP00799	F	EUR
HGDP00800	HGDP00800	F	EUR
HGDP00802	HGDP00802	F	EUR
HGDP00803	HGDP00803	M	EUR
HGDP00804	HGDP00804	M	EUR
HGDP00805	HGDP00805	F	EUR
HGDP00806	HGDP00806	F	EUR
HGDP00807	HGDP00807	M	EUR
HGDP00808	HGDP00808	M	EUR
HGDP00810	HGDP00810	M	EUR
HGDP00811	HGDP00811	F	EAS
HGDP00812	HGDP00812	F	EAS
HGDP00813	HGDP00813	F	EAS
HGDP00814	HGDP00814	F	EAS
HGDP00815	HGDP00815	M	EAS
HGDP00817	HGDP00817	F	EAS
HGDP00818	HGDP00818	F	EAS
HGDP00819	HGDP00819	M	EAS
HGDP00820	HGDP00820	F	EAS
HGDP00821	HGDP00821	M	EAS
HGDP00822	HGDP00822	M	EAS
HGDP00823	HGDP00823	M	OCE
HGDP00828	HGDP00828	M	EAS
HGDP00832	HGDP00832	F	AMR
HGDP00837	HGDP00837	M	AMR
HGDP00838	HGDP00838	F	AMR
HGDP00843	HGDP00843	M	AMR
HGDP00845	HGDP00845	M	AMR
HGDP00849	HGDP00849	M	AMR
HGDP00854	HGDP00854	F	AMR
HGDP00856	HGDP00856	M	AMR
HGDP00858	HGDP00858	F	AMR
HGDP00859	HGDP00859	F	AMR
HGDP00860	HGDP00860	F	AMR
HGDP00861	HGDP00861	F	AMR
HGDP00862	HGDP00862	F	AMR
HGDP00863	HGDP00863	F	AMR
HGDP00864	HGDP00864	F	AMR
HGDP00865	HGDP00865	F	AMR
HGDP00868	HGDP00868	F	AMR
HGDP00869	HGDP00869	F	AMR
HGDP00870	HGDP00870	F	AMR
HGDP00871	HGDP00871	F	AMR
HGDP00872	HGDP00872	F	AMR
HGDP00873	HGDP00873	F	AMR
HGDP00875	HGDP00875	F	AMR
HGDP00876	HGDP00876	F	AMR
HGDP00877	HGDP00877	M	AMR
HGDP00879	HGDP00879	M	EUR
HGDP00880	HGDP00880	M	EUR
HGDP00881	HGDP00881	F	EUR
HGDP00882	HGDP00882	M	EUR
HGDP00883	HGDP00883	M	EUR
HGDP00884	HGDP00884	F	EUR
HGDP00885	HGDP00885	F	EUR
HGDP00886	HGDP00886	M	EUR
HGDP00888	HGDP00888	M	EUR
HGDP00889	HGDP00889	F	EUR
HGDP00890	HGDP00890	M	EUR
HGDP00891	HGDP00891	M	EUR
HGDP00892	HGDP00892	M	EUR
HGDP00893	HGDP00893	M	EUR
HGDP00894	HGDP00894	M	EUR
HGDP00895	HGDP00895	M	EUR
HGDP00896	HGDP00896	M	EUR
HGDP00897	HGDP00897	M	EUR
HGDP00898	HGDP00898	F	EUR
HGDP00899	HGDP00899	F	EUR
HGDP00900	HGDP00900	M	EUR
HGDP00901	HGDP00901	F	EUR
HGDP00902	HGDP00902	F	EUR
HGDP00904	HGDP00904	M	AFR
HGDP00905	HGDP00905	M	AFR
HGDP00906	HGDP00906	M	AFR
HGDP00907	HGDP00907	M	AFR
HGDP00908	HGDP00908	M	AFR
HGDP00909	HGDP00909	F	AFR
HGDP00910	HGDP00910	F	AFR
HGDP00911	HGDP00911	M	AFR
HGDP00912	HGDP00912	M	AFR
HGDP00913	HGDP00913	M	AFR
HGDP00914	HGDP00914	F	AFR
HGDP00916	HGDP00916	F	AFR
HGDP00917	HGDP00917	F	AFR
HGDP00918	HGDP00918	F	AFR
HGDP00919	HGDP00919	M	AFR
HGDP00920	HGDP00920	F	AFR
HGDP00924	HGDP00924	F	AFR
HGDP00925	HGDP00925	F	AFR
HGDP00926	HGDP00926	F	AFR
HGDP00929	HGDP00929	M	AFR
HGDP00930	HGDP00930	M	AFR
HGDP00931	HGDP00931	M	AFR
HGDP00933	HGDP00933	F	AFR
HGDP00934	HGDP00934	F	AFR
HGDP00935	HGDP00935	F	AFR
HGDP00937	HGDP00937	M	AFR
HGDP00938	HGDP00938	F	AFR
HGDP00939	HGDP00939	F	AFR
HGDP00940	HGDP00940	M	AFR
HGDP00941	HGDP00941	M	AFR
HGDP00942	HGDP00942	M	AFR
HGDP00943	HGDP00943	M	AFR
HGDP00944	HGDP00944	M	AFR
HGDP00945	HGDP00945	M	EAS
HGDP00946	HGDP00946	M	EAS
HGDP00947	HGDP00947	M	EAS
HGDP00948	HGDP00948	M	EAS
HGDP00949	HGDP00949	M	EAS
HGDP00950	HGDP00950	M	EAS
HGDP00952	HGDP00952	M	EAS
HGDP00953	HGDP00953	M	EAS
HGDP00954	HGDP00954	M	EAS
HGDP00955	HGDP00955	F	EAS
HGDP00957	HGDP00957	F	EAS
HGDP00958	HGDP00958	M	EAS
HGDP00959	HGDP00959	F	EAS
HGDP00960	HGDP00960	M	EAS
HGDP00961	HGDP00961	M	EAS
HGDP00962	HGDP00962	M	EAS
HGDP00963	HGDP00963	F	EAS
HGDP00964	HGDP00964	M	EAS
HGDP00965	HGDP00965	M	EAS
HGDP00966	HGDP00966	F	EAS
HGDP00967	HGDP00967	F	EAS
HGDP00968	HGDP00968	M	EAS
HGDP00969	HGDP00969	M	EAS
HGDP00970	HGDP00970	F	AMR
HGDP00971	HGDP00971	M	EAS
HGDP00972	HGDP00972	F	EAS
HGDP00973	HGDP00973	M	EAS
HGDP00974	HGDP00974	F	EAS
HGDP00975	HGDP00975	F	EAS
HGDP00976	HGDP00976	F	EAS
HGDP00977	HGDP00977	M	EAS
HGDP00981	HGDP00981	M	AFR
HGDP00983	HGDP00983	M	AFR
HGDP00984	HGDP00984	M	AFR
HGDP00985	HGDP00985	M	AFR
HGDP00986	HGDP00986	M	AFR
HGDP00992	HGDP00992	M	AFR
HGDP00993	HGDP00993	M	AFR
HGDP00994	HGDP00994	M	AFR
HGDP00995	HGDP00995	F	AMR
HGDP00999	HGDP00999	F	AMR
HGDP01001	HGDP01001	F	AMR
HGDP01006	HGDP01006	F	AMR
HGDP01009	HGDP01009	M	AMR
HGDP01010	HGDP01010	F	AMR
HGDP01013	HGDP01013	M	AMR
HGDP01014	HGDP01014	F	AMR
HGDP01019	HGDP01019	M	AMR
HGDP01021	HGDP01021	F	EAS
HGDP01023	HGDP01023	F	EAS
HGDP01024	HGDP01024	F	EAS
HGDP01027	HGDP01027	F	OCE
HGDP01029	HGDP01029	M	AFR
HGDP01031	HGDP01031	M	AFR
HGDP01033	HGDP01033	M	AFR
HGDP01037	HGDP01037	M	AMR
HGDP01041	HGDP01041	F	AMR
HGDP01043	HGDP01043	M	AMR
HGDP01050	HGDP01050	M	AMR
HGDP01051	HGDP01051	F	AMR
HGDP01053	HGDP01053	F	AMR
HGDP01055	HGDP01055	M	AMR
HGDP01056	HGDP01056	F	AMR
HGDP01057	HGDP01057	M	AMR
HGDP01058	HGDP01058	F	AMR
HGDP01059	HGDP01059	M	AMR
HGDP01060	HGDP01060	M	AMR
HGDP01062	HGDP01062	F	EUR
HGDP01063	HGDP01063	M	EUR
HGDP01064	HGDP01064	F	EUR
HGDP01065	HGDP01065	F	EUR
HGDP01066	HGDP01066	M	EUR
HGDP01067	HGDP01067	M	EUR
HGDP01068	HGDP01068	F	EUR
HGDP01069	HGDP01069	M	EUR
HGDP01070	HGDP01070	F	EUR
HGDP01071	HGDP01071	M	EUR
HGDP01072	HGDP01072	F	EUR
HGDP01073	HGDP01073	M	EUR
HGDP01074	HGDP01074	F	EUR
HGDP01075	HGDP01075	M	EUR
HGDP01077	HGDP01077	M	EUR
HGDP01081	HGDP01081	M	AFR
HGDP01086	HGDP01086	M	AFR
HGDP01087	HGDP01087	M	AFR
HGDP01090	HGDP01090	M	AFR
HGDP01092	HGDP01092	M	AFR
HGDP01094	HGDP01094	M	AFR
HGDP01096	HGDP01096	M	EAS
HGDP01097	HGDP01097	M	EAS
HGDP01099	HGDP01099	M	EAS
HGDP01100	HGDP01100	M	EAS
HGDP01101	HGDP01101	M	EAS
HGDP01102	HGDP01102	M	EAS
HGDP01103	HGDP01103	M	EAS
HGDP01104	HGDP01104	M	EAS
HGDP01149	HGDP01149	M	EUR
HGDP01151	HGDP01151	M	EUR
HGDP01152	HGDP01152	M	EUR
HGDP01155	HGDP01155	M	EUR
HGDP01156	HGDP01156	F	EUR
HGDP01157	HGDP01157	F	EUR
HGDP01161	HGDP01161	M	EUR
HGDP01162	HGDP01162	M	EUR
HGDP01164	HGDP01164	M	EUR
HGDP01166	HGDP01166	M	EUR
HGDP01167	HGDP01167	M	EUR
HGDP01169	HGDP01169	F	EUR
HGDP01171	HGDP01171	F	EUR
HGDP01173	HGDP01173	M	EUR
HGDP01174	HGDP01174	M	EUR
HGDP01177	HGDP01177	F	EUR
HGDP01180	HGDP01180	M	EAS
HGDP01181	HGDP01181	M	EAS
HGDP01182	HGDP01182	M	EAS
HGDP01183	HGDP01183	M	EAS
HGDP01184	HGDP01184	M	EAS
HGDP01185	HGDP01185	M	EAS
HGDP01186	HGDP01186	M	EAS
HGDP01187	HGDP01187	M	EAS
HGDP01189	HGDP01189	M	EAS
HGDP01190	HGDP01190	M	EAS
HGDP01192	HGDP01192	M	EAS
HGDP01193	HGDP01193	M	EAS
HGDP01194	HGDP01194	M	EAS
HGDP01195	HGDP01195	M	EAS
HGDP01196	HGDP01196	F	EAS
HGDP01197	HGDP01197	F	EAS
HGDP01200	HGDP01200	M	AFR
HGDP01201	HGDP01201	F	AFR
HGDP01202	HGDP01202	M	AFR
HGDP01204	HGDP01204	M	EAS
HGDP01205	HGDP01205	M	EAS
HGDP01206	HGDP01206	M	EAS
HGDP01207	HGDP01207	M	EAS
HGDP01208	HGDP01208	M	EAS
HGDP01209	HGDP01209	F	EAS
HGDP01212	HGDP01212	F	EAS
HGDP01213	HGDP01213	M	EAS
HGDP01214	HGDP01214	M	EAS
HGDP01216	HGDP01216	M	EAS
HGDP01217	HGDP01217	M	EAS
HGDP01218	HGDP01218	M	EAS
HGDP01219	HGDP01219	F	EAS
HGDP01220	HGDP01220	M	EAS
HGDP01221	HGDP01221	M	EAS
HGDP01222	HGDP01222	F	EAS
HGDP01224	HGDP01224	M	EAS
HGDP01225	HGDP01225	M	EAS
HGDP01226	HGDP01226	M	EAS
HGDP01227	HGDP01227	M	EAS
HGDP01229	HGDP01229	M	EAS
HGDP01230	HGDP01230	M	EAS
HGDP01231	HGDP01231	F	EAS
HGDP01232	HGDP01232	F	EAS
HGDP01233	HGDP01233	M	EAS
HGDP01234	HGDP01234	F	EAS
HGDP01236	HGDP01236	M	EAS
HGDP01237	HGDP01237	M	EAS
HGDP01238	HGDP01238	F	EAS
HGDP01239	HGDP01239	F	EAS
HGDP01241	HGDP01241	M	EAS
HGDP01243	HGDP01243	M	EAS
HGDP01244	HGDP01244	M	EAS
HGDP01245	HGDP01245	M	EAS
HGDP01247	HGDP01247	M	EAS
HGDP01248	HGDP01248	M	EAS
HGDP01249	HGDP01249	M	EAS
HGDP01251	HGDP01251	F	EAS
HGDP01254	HGDP01254	F	MID
HGDP01255	HGDP01255	M	MID
HGDP01256	HGDP01256	M	MID
HGDP01257	HGDP01257	M	MID
HGDP01258	HGDP01258	M	MID
HGDP01259	HGDP01259	M	MID
HGDP01260	HGDP01260	M	MID
HGDP01261	HGDP01261	M	MID
HGDP01262	HGDP01262	M	MID
HGDP01263	HGDP01263	M	MID
HGDP01264	HGDP01264	M	MID
HGDP01265	HGDP01265	M	MID
HGDP01266	HGDP01266	M	MID
HGDP01267	HGDP01267	F	MID
HGDP01268	HGDP01268	M	MID
HGDP01269	HGDP01269	M	MID
HGDP01270	HGDP01270	F	MID
HGDP01271	HGDP01271	M	MID
HGDP01272	HGDP01272	M	MID
HGDP01273	HGDP01273	F	MID
HGDP01275	HGDP01275	F	MID
HGDP01276	HGDP01276	F	MID
HGDP01277	HGDP01277	F	MID
HGDP01279	HGDP01279	M	MID
HGDP01280	HGDP01280	F	MID
HGDP01282	HGDP01282	M	MID
HGDP01283	HGDP01283	M	AFR
HGDP01285	HGDP01285	M	AFR
HGDP01287	HGDP01287	F	EAS
HGDP01288	HGDP01288	M	EAS
HGDP01289	HGDP01289	M	EAS
HGDP01290	HGDP01290	M	EAS
HGDP01291	HGDP01291	F	EAS
HGDP01292	HGDP01292	M	EAS
HGDP01293	HGDP01293	M	EAS
HGDP01294	HGDP01294	M	EAS
HGDP01295	HGDP01295	M	EAS
HGDP01296	HGDP01296	M	EAS
HGDP01298	HGDP01298	M	SAS
HGDP01299	HGDP01299	M	SAS
HGDP01300	HGDP01300	M	SAS
HGDP01301	HGDP01301	M	SAS
HGDP01302	HGDP01302	M	SAS
HGDP01303	HGDP01303	M	SAS
HGDP01304	HGDP01304	M	SAS
HGDP01305	HGDP01305	F	SAS
HGDP01309	HGDP01309	M	EAS
HGDP01310	HGDP01310	M	EAS
HGDP01311	HGDP01311	M	EAS
HGDP01313	HGDP01313	M	EAS
HGDP01316	HGDP01316	F	EAS
HGDP01317	HGDP01317	M	EAS
HGDP01318	HGDP01318	M	EAS
HGDP01319	HGDP01319	M	EAS
HGDP01321	HGDP01321	M	EAS
HGDP01322	HGDP01322	M	EAS
HGDP01326	HGDP01326	M	EAS
HGDP01327	HGDP01327	M	EAS
HGDP01328	HGDP01328	M	EAS
HGDP01329	HGDP01329	M	EAS
HGDP01330	HGDP01330	M	EAS
HGDP01331	HGDP01331	M	EAS
HGDP01332	HGDP01332	M	EAS
HGDP01334	HGDP01334	F	EAS
HGDP01336	HGDP01336	F	EAS
HGDP01337	HGDP01337	M	EAS
HGDP01339	HGDP01339	M	EAS
HGDP01340	HGDP01340	M	EAS
HGDP01341	HGDP01341	M	EAS
HGDP01342	HGDP01342	M	EAS
HGDP01346	HGDP01346	F	EAS
HGDP01347	HGDP01347	M	EAS
HGDP01348	HGDP01348	M	EAS
HGDP01349	HGDP01349	M	EAS
HGDP01351	HGDP01351	M	EAS
HGDP01352	HGDP01352	M	EAS
HGDP01353	HGDP01353	M	EAS
HGDP01354	HGDP01354	F	EAS
HGDP01356	HGDP01356	F	EAS
HGDP01357	HGDP01357	M	EUR
HGDP01358	HGDP01358	M	EUR
HGDP01359	HGDP01359	M	EUR
HGDP01360	HGDP01360	M	EUR
HGDP01361	HGDP01361	M	EUR
HGDP01362	HGDP01362	M	EUR
HGDP01363	HGDP01363	F	EUR
HGDP01366	HGDP01366	F	EUR
HGDP01367	HGDP01367	F	EUR
HGDP01368	HGDP01368	F	EUR
HGDP01369	HGDP01369	F	EUR
HGDP01370	HGDP01370	M	EUR
HGDP01371	HGDP01371	M	EUR
HGDP01372	HGDP01372	M	EUR
HGDP01373	HGDP01373	F	EUR
HGDP01374	HGDP01374	M	EUR
HGDP01375	HGDP01375	M	EUR
